datetime,path,label,description
2024-02-02_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-02_000000.npy,Warm sector conditions strong and gusty winds showery conditions,Warm sector conditions nationwide at first strong and gusty winds in north might cause isolated “low” impacts showery conditions return to the north
2024-02-02_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-02_060000.npy,"Warm sector conditions strong and gusty winds colder, showery conditions","Warm sector conditions nationwide this morning strong and gusty winds in north colder, showery conditions return to the north"
2024-02-02_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-02_120000.npy,Warm sector conditions strong and gusty winds showery conditions,Warm sector conditions in north strong and gusty winds in north showery conditions in N
2024-02-02_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-02_180000.npy,strong and gusty winds showery conditions Persistent rain heavier rain Very mild weather,"strong and gusty winds in north less mild, showery conditions Persistent rain event kicks in Sunday heavier on Monday Very mild weather persists in south for most of next several days"
2024-02-03_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-03_000000.npy,strong and gusty winds showery conditions Persistent rain heavier rain Very mild weather,strong and gusty winds in north showery conditions in north Persistent rain event kicks in Sunday heavier rain on Monday Very mild weather persists in south for most of next several days
2024-02-03_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-03_060000.npy,persistent rain event heavier rain very mild weather colder weather,"Persistent rain event kicks in Sunday Turning heavier on Monday Very mild weather persists in south for most of next several days Change to colder, potentially disruptive weather beyond midweek"
2024-02-03_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-03_120000.npy,persistent rain event heavier rain very mild weather colder weather,"Persistent rain event kicks in Sunday Turning heavier on Monday Very mild weather persists in south for most of next several days Change to colder, potentially disruptive weather beyond midweek"
2024-02-03_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-03_180000.npy,rain event heavy snow mild weather colder weather,"Persistent rain event starts Sunday, turning heavier on Monday Heavy snow in far north Scotland for a time on Monday Very mild weather persists in south for most of next several days Change to colder, potentially disruptive weather beyond midweek"
2024-02-04_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-04_000000.npy,persistent rain event heavy snow very mild weather colder weather,"Persistent rain event starts Sunday, turning heavier on Monday Spell of heavy snow in far north Scotland for a time on Monday Very mild weather persists in south for most of next several days Change to colder, potentially disruptive weather from north later in week"
2024-02-04_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-04_060000.npy,persistent rain snow very mild weather colder weather,"Persistent rain across W/NW Scotland over the next two days Snow developing in far N Scotland on Monday Very mild weather persists in south for most of next several days Colder, potentially disruptive weather from north later in week"
2024-02-04_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-04_120000.npy,persistent rain snow mild weather colder weather,"Persistent rain across W/NW Scotland over the next two days Chance of snow developing in far N Scotland on Monday Very mild weather persists in south for most of next several days Change to colder, potentially disruptive weather from north later in week"
2024-02-04_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-04_180000.npy,persistent rain snow very mild weather colder weather,"Persistent rain across W/NW Scotland over the next two days Chance of snow developing in far N Scotland on Monday Very mild weather persists in south for most of next several days Change to colder, potentially disruptive weather from north later in week"
2024-02-05_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-05_000000.npy,persistent rain snow mild weather colder weather,Persistent rain across W/NW Scotland today Chance of snow developing in far N Scotland on Monday Very mild weather persists in south for most of next several days Change to colder weather in N from later today
2024-02-05_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-05_060000.npy,persistent rain snow mild weather colder weather,Persistent rain across W/NW Scotland today Some snow far N Scotland today Very mild weather persists in south for most of next several days Change to colder weather in N from later today
2024-02-05_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-05_120000.npy,persistent rain mild regime colder weather icy disruptive snow,Persistent rain across W/central Scotland Very mild regime lasts til late Tuesday in the south Change to colder weather in/from the N Icy tonight across N Scotland Risk of disruptive snow somewhere across the UK Thurs/Fri
2024-02-05_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-05_180000.npy,persistent rain mild regime colder weather icy disruptive snow,Persistent rain across W/central Scotland Very mild regime lasts til late Tuesday in the south Change to colder weather in/from the N Icy tonight across N Scotland Risk of disruptive snow somewhere across the UK Thurs/Fri
2024-02-06_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-06_000000.npy,mild regime colder weather ice warning snow warning wintry warnings disruptive snow,Very mild regime lasts till late Tuesday in the south Change to colder weather in/from the N Yellow ice warning across N Scotland till 09 00 Tuesday Yellow snow warning for Shetland till 1500 Tuesday Further wintry warnings likely to be issued later this morning for tonight Risk of disruptive snow somewhere across the UK Thurs/Fri
2024-02-06_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-06_060000.npy,mild regime colder weather snow ice/snow warning,Very mild regime lasts till later today in the south Change to colder weather in/from the N Yellow snow warning for Shetland till 1500 today Further ice/snow warning to be issued for parts of Scotland tonight
2024-02-06_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-06_120000.npy,very mild regime colder weather snow cumulative rainfall,"Very mild regime lasts til tonight in the south Change to colder weather from the N Risk of disruptive snow somewhere across central swathe of UK Thurs/Fri Cumulative rainfall may become impactful across some areas (eg S, SW Britain) later this week"
2024-02-06_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-06_180000.npy,snow showers low impact snow and ice warning Frontal zone,snow showers in the N low impact snow and ice warning in force tonight and tomorrow morning Frontal zone in the S clearing tonight but returning N on Thursday
2024-02-07_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-07_000000.npy,snow showers snow rain sleet,snow showers in the N snow across central UK rain across central UK sleet across central UK
2024-02-07_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-07_060000.npy,snow showers rain sleet snow,snow showers in the N rain across central UK sleet across central UK snow across central UK
2024-02-07_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-07_120000.npy,snow showers Frontal zone rain sleet snow ice,snow showers continuing in the N Frontal zone in the S returns N into Thursday rain across central UK sleet across central UK snow across central UK ice warnings issued
2024-02-07_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-07_180000.npy,Cold airmass mild conditions Rain snow Snow showers,"Cold airmass established across all but the far south mild conditions slowly returning N Rain moving north but turning to snow over mainly higher ground of north Wales, Northern Ireland, northern England and southern Scotland on Thursday snow over mainly higher ground of north Wales, Northern Ireland, northern England and southern Scotland on Thursday Snow showers ahead of this in the far north"
2024-02-08_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-08_000000.npy,Cold airmass mild conditions Rain snow Snow showers,"Cold airmass established across all but the far south mild conditions slowly returning N Rain moving north snow over mainly higher ground of north Wales, Northern Ireland, northern England and southern Scotland Snow showers ahead of this in the far north"
2024-02-08_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-08_060000.npy,Cold airmass mild conditions Rain snow Snow showers,"Cold airmass established across all but the far south mild conditions slowly returning N Rain moving north but turning to snow over mainly higher ground of north Wales, Northern Ireland, northern England and southern Scotland snow over mainly higher ground of north Wales, Northern Ireland, northern England and southern Scotland Snow showers ahead of this in the far north"
2024-02-08_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-08_120000.npy,milder air snow ice cold rain,milder air comes N snow warnings in force ice warnings in force cold in the Am airmass in the far N rain becomes an point of focus for S’ern areas
2024-02-08_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-08_180000.npy,milder air snow ice wind cold rain,milder air comes N snow warnings in force ice warnings in force away from wind ward coasts Still cold in the Am airmass in the far N rain becomes an point of focus for S’ern areas
2024-02-09_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-09_000000.npy,milder air snow ice warnings rain,milder air comes N snow warnings in force across N UK ice warnings in force across N UK rain a point of focus for milder S’ern areas
2024-02-09_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-09_060000.npy,snow and ice warnings rain,snow and ice warnings in force across N UK rain a point of focus for milder S’ern areas
2024-02-09_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-09_120000.npy,snow warning heavy showers,NSWWS snow warning in place for central/N Scotland – chiefly for high ground Bands of heavy showers a watch-point for some southern areas given heavy rain of Thursday and antecedent conditions
2024-02-12_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-12_060000.npy,heavy showers wintry element rain,heavy showers/CB in NW UK Monday wintry element needing watching locally but primarily high ground rain Thursday
2024-02-12_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-12_120000.npy,heavy showers wintry element rain,heavy showers/CB in NW UK Monday wintry element needing watching locally but primarily high ground rain Thursday
2024-02-12_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-12_180000.npy,heavy showers wintry element settling snow rain,heavy showers/CB in N UK current night wintry element in N UK current night settling snow primarily high ground rain Thursday
2024-02-13_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-13_000000.npy,rain,rain Thursday
2024-02-13_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-13_060000.npy,rain,rain Thursday
2024-02-13_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-13_120000.npy,rain,rain Thursday
2024-02-13_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-13_180000.npy,rain,rain Thursday
2024-02-14_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-14_000000.npy,rain,rain Thursday
2024-02-14_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-14_060000.npy,rain,rain Thursday
2024-02-14_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-14_120000.npy,rain,rain Thursday
2024-02-14_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-14_180000.npy,rain,rain Thursday
2024-02-15_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-15_000000.npy,rain,rain Thursday
2024-02-15_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-15_060000.npy,Rain,Rain today for many
2024-02-15_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-15_120000.npy,Rain,Rain today for many
2024-02-15_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-15_180000.npy,Rain breezy,Rain Thursday night for many breezy in western and northern parts Saturday
2024-02-16_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-16_000000.npy,Rain breezy,Rain clearing breezy in western and northern parts Saturday
2024-02-16_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-16_060000.npy,scattered showers heavy rain,scattered showers today heavy rain sweeps E later tomorrow
2024-02-16_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-16_120000.npy,scattered showers heavy rain,scattered showers today heavy rain sweeps E later tomorrow
2024-02-16_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-16_180000.npy,patchy rain/drizzle heavy rain,patchy rain/drizzle mostly west Friday night heavy rain sweeps E later Saturday
2024-02-17_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-17_000000.npy,patchy rain/drizzle rain locally heavy rain,patchy rain/drizzle mostly west at first Saturday rain from the west later Saturday locally heavy rain from the west later Saturday
2024-02-17_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-17_060000.npy,persistent rain showers,More persistent rain moving east today a few showers on Sunday
2024-02-17_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-17_120000.npy,Rain showers,Rain moving east with some uncertainty in clearance on Sunday morning across the S and E a few showers on Sunday
2024-02-17_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-17_180000.npy,Rain showers,Rain for many overnight showers to the rear of this
2024-02-18_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-18_000000.npy,Rain showers,Rain for many clearing erratically SE today showers to the rear of this
2024-02-18_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-18_060000.npy,showers rain,"a few showers as overnight/morning rain clears the far E Further rain tonight and Monday night, mainly in the N"
2024-02-18_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-18_120000.npy,rain showers,Short spell of rain moving E overnight into Monday morning A few showers following in the N ahead of the next spell of rain
2024-02-18_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-18_180000.npy,rain showers WBFL,Short spell of rain moving E overnight/Monday morning Showers in NW ahead of next spell of rain arriving in the NW later Monday WBFL falling somewhat
2024-02-19_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-19_000000.npy,rain showers CB risk,rain moving E overnight/Monday morning Showers in NW ahead CB risk in NW ahead
2024-02-19_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-19_060000.npy,rain,respite from rain in the south until Tuesday night watch-points for rain midweek
2024-02-19_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-19_120000.npy,rain,respite from rain in the south until Tuesday night watch-points for rain midweek
2024-02-19_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-19_180000.npy,heavy rain rain,heavy rain in the south until later Tuesday night rain midweek
2024-02-20_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-20_000000.npy,heavy rain rain,heavy rain in the south until later Tuesday night rain midweek
2024-02-20_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-20_060000.npy,heavy rain temps,heavy rain affects sensitive areas temps closer to average from Thursday
2024-02-20_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-20_120000.npy,heavy rain temps,heavy rain affects sensitive areas temps closer to average from Thursday
2024-02-21_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-21_000000.npy,heavy rain temps,heavy rain affects sensitive areas temps closer to average from Thursday
2024-02-21_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-21_060000.npy,heavy rain wind rain temps,heavy rain affects sensitive areas risk of wind impacts risk of rain impacts temps closer to average from Thursday
2024-02-21_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-21_120000.npy,heavy rain,heavy rain affects sensitive areas
2024-02-21_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-21_180000.npy,heavy rain,heavy rain affects sensitive areas
2024-02-22_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-22_000000.npy,heavy rain wind rain Temperatures,heavy rain affects sensitive areas Yellow wind warnings in place for central/S/SE England Yellow rain warnings in place for central/S/SE England Temperatures closer to average from Thursday following exceptionally mild Feb so far
2024-02-22_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-22_060000.npy,heavy rain strong winds Blustery showers temperatures,heavy rain moving E across England today strong winds likely to affect the extreme SE later this afternoon Blustery showers following temperatures closer to average following an exceptionally mild February
2024-02-22_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-22_120000.npy,Rain coastal gales Blustery showers temperatures,Rain clearing from E/SE England Coastal gales clearing from E/SE England Blustery showers following an exceptionally mild February Temperatures closer to average following an exceptionally mild February
2024-02-22_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-22_180000.npy,Blustery showers temperatures ice risk heavy rain,Blustery showers next couple of days temperatures closer to average following an exceptionally mild February Marginal ice risk in a few spots next couple of nights Risk of heavy rain in the south Sunday
2024-02-23_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-23_000000.npy,Blustery showers temperatures ice risk fog patches heavy rain,Blustery showers next couple of days temperatures closer to average following an exceptionally mild February Marginal ice risk in a few spots next couple of nights some fog patches next couple of nights Risk of heavy rain in the south Sunday
2024-02-23_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-23_060000.npy,Blustery showers Temperatures ice risk fog patches,"Blustery showers over the next couple of days, mainly in the W Temperatures nearer average following an exceptionally mild February so far for much of the UK Marginal ice risk in a few spots next couple of nights some fog patches next couple of nights"
2024-02-23_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-23_120000.npy,showers frost fog ice patches rain winds,Showers receding towards coasts overnight Widespread frost inland Few fog patches Few ice patches Rain arriving later Saturday night in the SW Lighter winds on Saturday
2024-02-23_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-23_180000.npy,Frost fog patches showery regime showers Rain,"Frost affecting some parts this morning and again Saturday night Fog patches affecting some parts this morning and again Saturday night Showery regime persists, focus largely coastal Fewer showers inland today relative to Friday for many areas with lighter winds Rain affecting SW/S Britain Sunday"
2024-02-24_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-24_000000.npy,Frost fog patches Showery regime Rain,"Frost affecting some parts this morning and again Saturday night Fog patches affecting some parts this morning and again Saturday night Showery regime persists, focus largely coastal Rain affecting SW/S Britain Sunday"
2024-02-24_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-24_060000.npy,Frost fog patches showery regime showers Rain,"Frost affecting some parts this morning and again Saturday night Fog patches affecting some parts this morning and again Saturday night Showery regime persists, focus largely coastal Fewer showers inland today relative to Friday for many areas with lighter winds Rain affecting SW/S Britain Sunday"
2024-02-24_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-24_120000.npy,Frost fog patches fog showery regime showers Rain,"Frost affecting some parts Saturday night a few fog patches affecting some parts Saturday night Fog locally slow to clear Sunday Showery regime persists, focus largely coastal A few showers inland today, with further diurnal showers likely again on Sunday in N. Rain affecting SW/S Britain Sunday"
2024-02-24_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-24_180000.npy,Frost patchy fog heavy rain showers Temperatures strong winds,Frost developing tonight patchy fog developing tonight heavy rain affecting the S on Sunday showers elsewhere on Sunday Temperatures near average strong winds accompany the rain
2024-02-25_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-25_000000.npy,Fog heavy rain showers Temperatures strong winds,Fog across England and Wales lifting this morning Persistent and at times heavy rain affecting the S on Sunday A few showers elsewhere on Sunday Temperatures near average strong winds accompany the rain
2024-02-25_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-25_060000.npy,heavy rain showers ice hill snow Temperatures strong winds,heavy rain affecting the S on Sunday showers elsewhere on Sunday Patchy ice for parts of N Scotland Sunday night hill snow for parts of N Scotland Sunday night Temperatures near average strong winds accompany the rain
2024-02-25_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-25_120000.npy,heavy rain ice hill snow Temperatures strong winds,heavy rain affecting the S on Sunday night Patchy ice for parts of N Scotland Sunday night hill snow for parts of N Scotland Sunday night Temperatures near average strong winds accompany the rain
2024-02-25_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-25_180000.npy,Persistent rain Patchy ice hill snow Band of rain fog Temperatures strong winds,Persistent rain in the S clearing Monday morning Patchy ice for parts of N Scotland tonight hill snow for parts of N Scotland tonight Band of rain moving southeast Monday night into Tuesday fog developing over S/E England on Monday and Tuesday nights Temperatures near average cold feel accentuated in the S by strong winds on Monday
2024-02-26_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-26_000000.npy,Persistent rain fog Temperatures strong winds,Persistent rain clearing SE England this morning fog developing over S/E England on Monday and Tuesday nights Temperatures near average cold feel accentuated in the S by strong winds on Monday
2024-02-26_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-26_060000.npy,Rain blustery showers fog Temperatures strong winds,Rain cleared SE England blustery showers in the north fog developing over S/E England on Monday and Tuesday nights Temperatures near average cold feel accentuated in the S by strong winds on Monday
2024-02-26_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-26_120000.npy,Band of rain blustery showers fog Temperatures strong winds,Band of rain moving SE Monday night into Tuesday blustery showers in the north fog developing over S/E England on Monday and Tuesday nights Temperatures near average cold feel accentuated in the S by strong winds on Monday
2024-02-26_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-26_180000.npy,Band of rain blustery showers poor BL conditions,Band of rain moving SE across UK blustery showers in the north poor BL conditions possible over E England tonight
2024-02-27_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-27_000000.npy,Band of rain blustery showers,Band of rain moving SE across UK blustery showers in the north
2024-02-27_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-27_060000.npy,Band of rain blustery showers fog ST heavy rain loc line convection,Band of rain moving SE across UK blustery showers in the north messy mix of fog/ST widespread ST some heavy rain in W loc line convection possible into Thursday morning in S
2024-02-27_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-27_120000.npy,frontal zone fog ST frontal system heavy rain convection,Weakening frontal zone becoming slow moving in S Tuesday night messy mix of fog/ST Another frontal system coming E’wards Wednesday/Wednesday night some heavy rain in W loc line convection possible
2024-02-27_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-27_180000.npy,Weakening frontal zone fog ST frontal system rain line convection waves Strong winds,Weakening frontal zone in S mix of fog/ST into early Wednesday Another frontal system comes E’wards on Wednesday/Wednesday night rain mostly focused on less sensitive western orography possible line convection/ waves Strong winds in far NW need monitoring early Thursday
2024-02-28_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-28_000000.npy,fog frontal system rain line convection waves Strong winds,mix of fog/ST into early Wednesday frontal system comes E’wards on Wednesday/Wednesday night rain mostly focused on less sensitive western orography possible line convection/ waves Strong winds in far NW need monitoring early Thursday
2024-02-28_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-28_060000.npy,fog ST frontal system rain line convection waves Strong winds rain snow,mix of fog/ST this morning frontal system comes E’wards next 24hrs rain mostly focused on less sensitive western orography possible line convection/waves Strong winds in far NW need monitoring early Thursday rain on Friday’s system snow on Friday’s system
2024-02-28_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-28_120000.npy,heavy rain Strong winds rain snow,heavy rain falls on sensitive areas Strong winds deliver a glancing blow to far NW Scotland early Thursday Friday’s system a watchpoint for rain Friday’s system a watchpoint for snow
2024-02-28_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-28_180000.npy,heavy rain Strong winds rain snow,heavy rain falls on sensitive areas Strong winds deliver a glancing blow to far NW Scotland early Thursday Friday’s system a watch point for rain Friday’s system a watch point for snow
2024-02-29_000000,EIB2025/npy_files_2024_single_timesteps/2024-02-29_000000.npy,heavy rain Strong winds rain snow,heavy rain falls on sensitive areas Strong winds deliver a glancing blow to far NW Scotland early Thursday Friday’s system a watch point for rain Friday’s system a watch point for snow
2024-02-29_060000,EIB2025/npy_files_2024_single_timesteps/2024-02-29_060000.npy,heavy rain Strong winds rain snow,heavy rain falls on sensitive areas Strong winds deliver a glancing blow to far NW Scotland this morning Friday’s system a watch point for rain snow largely above 200 -300m
2024-02-29_120000,EIB2025/npy_files_2024_single_timesteps/2024-02-29_120000.npy,heavy rain snow,heavy rain falls on sensitive areas snow on Friday’s system largely above 200 -300m
2024-02-29_180000,EIB2025/npy_files_2024_single_timesteps/2024-02-29_180000.npy,heavy rain snow,"heavy rain falls on sensitive areas snow on Friday’s system largely above 300m, except northern England/ Scotland where 250 m may be more representative"
2024-03-01_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-01_000000.npy,heavy rain snow heavier precipitation,heavy rain falls on sensitive areas snow on Friday’s system largely above 300m WBFLs will tend to drop significantly in heavier precipitation
2024-03-01_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-01_060000.npy,showers longer spells of rain temperatures hill snow rain snow fog ice risk,showers or longer spells of rain with temperatures subdued hill snow moving north on Friday with accumulations over higher ground band of rain moving north overnight into Saturday morning small chance of falling snow temporarily patchy fog developing on Saturday night into early Sunday across England and E Wales ice risk in E Scotland
2024-03-01_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-01_120000.npy,showers longer spells of rain temperatures rain hill snow ice risk falling snow patchy fog,showers or longer spells of rain temperatures subdued band of rain and hill snow moving out of northern England into Scotland possible ice risk later small chance of falling snow temporarily on the western flank patchy fog developing on Saturday night into early Sunday across England and E Wales
2024-03-01_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-01_180000.npy,showers longer spells of rain temperatures rain hill snow ice fog,showers or longer spells of rain temperatures subdued Band of rain and hill snow moving out of northern Eng land into Scotland tonight low risk of ice later Patchy fog dev eloping on Saturday night into early Sunday across England and E Wales
2024-03-02_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-02_000000.npy,showers longer spells of rain temperatures ice rain snow fog,showers or longer spells of rain temperatures subdued risk of ice following clearance of fragmenting band of rain/snow across Scotland this morning bands of rain moving north across England/Wales this morning falling snow temporarily on the western flank Patchy fog developing on Saturday night into early Sunday across England and E Wales
2024-03-02_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-02_060000.npy,showers longer spells of rain hill snow snow freezing fog Temperatures,showers today longer spells of rain today hill snow today snow in force for W England this morning freezing fog developing across England over the next couple of nights Temperatures remaining subdued
2024-03-02_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-02_120000.npy,showers longer spells of rain freezing fog Temperatures,showers developing into Sunday longer spells of rain becoming confined to the far north and west overnight Patchy freezing fog developing across England in particular over the next couple of nights Temperatures at or slightly below average
2024-03-02_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-02_180000.npy,freezing fog Temperatures rain,Patchy freezing fog developing across England in particular this morning then again Sunday night Temperatures at or slightly below average Further rain from the SW Monday
2024-03-03_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-03_000000.npy,freezing fog Temperatures rain,Patchy freezing fog developing across England in particular this morning then again Sunday night Temperatures at or slightly below average Further rain from the SW Monday
2024-03-03_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-03_060000.npy,freezing fog rain Temperatures,Patchy freezing fog this morning clearing then returning to some parts tonight further rain from the SW on Monday Temperatures at or slightly below average
2024-03-03_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-03_120000.npy,freezing fog Rain,Patchy freezing fog returning to some parts tonight Rain moving in from the SW on Monday
2024-03-03_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-03_180000.npy,freezing fog Rain Showers,"Patchy freezing fog developing tonight, particularly Yorkshire, central S England, E Wales Rain moving NE on Monday, heaviest in the SW Showers in the W and far S on Tuesday"
2024-03-04_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-04_000000.npy,freezing fog Rain Showers,"Patchy freezing fog clearing this morning Rain moving NE today, heaviest in the SW Showers in the W and far S on Tuesday"
2024-03-04_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-04_060000.npy,freezing fog Rain Showers,"Patchy freezing fog clearing this morning Rain moving NE today, heaviest in the SW Showers in the W and far S on Tuesday"
2024-03-04_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-04_120000.npy,drier,Becoming drier for a time from Tuesday
2024-03-04_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-04_180000.npy,Rain patchy fog heavy showers cloud,Rain moving N and E overnight patchy fog developing across central/S UK heavy showers affecting the far S then SE tonight into Tuesday cloud lingering in the N/E
2024-03-05_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-05_000000.npy,Rain patchy fog heavy showers slow-moving downpours cloud,Rain along the North Sea coast gradually fading patchy fog in the S lifting this morning heavy showers affecting the far S then SE today low likelihood of impacts from slow-moving downpours cloud lingering in the N/E
2024-03-05_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-05_060000.npy,Rain heavy showers showers,"Rain for E’ern areas continuing to ease Heavy showers affecting the far S then SE today Showers SE England, and later far SW"
2024-03-05_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-05_120000.npy,Rain heavy showers cloud,Rain largely died out in the E. heavy showers affecting the far SE until post-dusk cloud lingering in the N/E
2024-03-05_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-05_180000.npy,fog patches,fog patches around early Wednesday
2024-03-06_000000,EIB2025/npy_files_2024_single_timesteps/2024-03-06_000000.npy,freezing fog patches heavy showers,freezing fog patches Wales and S and Central England heavy showers over parts of the S’ern half of the UK Thursday
2024-03-06_060000,EIB2025/npy_files_2024_single_timesteps/2024-03-06_060000.npy,Low cloud mist fog patches heavy showers,Low cloud/mist and increasingly isolated fog patches continuing to lift during the next few hours Potential for some heavy showers parts of England/Wales tomorrow
2024-03-06_120000,EIB2025/npy_files_2024_single_timesteps/2024-03-06_120000.npy,heavy showers Showers,heavy showers parts of England/ Wales tomorrow Showers likely spreading to NI later
2024-03-06_180000,EIB2025/npy_files_2024_single_timesteps/2024-03-06_180000.npy,Poor BL conditions showers,Poor BL conditions likely overnight Some showers over parts of England/Wales Thursday
